id_pedido,data_pedido,id_cliente,nome_cliente,email_cliente,cidade_cliente,estado_cliente,id_produto,nome_produto,categoria,quantidade,preco_unitario,preco_total,metodo_pagamento,status_pedido,ano,mes,dia_semana
PEDIDO-2051,2025-12-30,CLIENTE-973,Sr. Vinícius Cassiano,luiza59@example.com,Fogaça De Silva,CE,PRODUTO-1493,Tapete,Casa E Decoração,2,1176.14,2352.28,Boleto,Processando,2025,12,Tuesday
PEDIDO-2052,2025-07-02,CLIENTE-109,Pietra Costela,pedro-henrique57@example.net,Pacheco Das Flores,MS,PRODUTO-6810,Livros de negócios,Livros,2,867.34,1734.68,Cartão De Débito,Cancelado,2025,7,Wednesday
PEDIDO-2053,2025-08-17,CLIENTE-433,Ana Vitória Fonseca,vianabarbara@example.com,Da Rocha,PA,PRODUTO-1380,Porta-retratos,Casa E Decoração,1,1848.18,1848.18,Boleto,Processando,2025,8,Sunday
PEDIDO-2054,2025-07-20,CLIENTE-918,Maria Isis da Mota,ana-julia35@example.net,Câmara De Correia,PB,PRODUTO-7404,Cortina,Casa E Decoração,2,1899.95,3799.9,Cartão De Crédito,Cancelado,2025,7,Sunday
PEDIDO-2055,2026-02-20,CLIENTE-586,Sra. Luísa Moraes,bianca19@example.org,Cassiano,SP,PRODUTO-6387,Adaptador USB,Eletrônicos,3,231.82,695.46,Cartão De Crédito,Cancelado,2026,2,Friday
PEDIDO-2056,2025-11-19,CLIENTE-132,Dra. Emilly Castro,beatrizabreu@example.org,Albuquerque,PI,PRODUTO-9005,Shampoo,Beleza,2,438.05,876.1,Cartão De Débito,Processando,2025,11,Wednesday
PEDIDO-2057,2025-06-06,CLIENTE-398,Caroline Montenegro,nicolebarbosa@example.net,Cunha Do Campo,PI,PRODUTO-9591,Bola de basquete,Esportes,4,162.03,648.12,Transferência,Entregue,2025,6,Friday
PEDIDO-2058,2025-04-10,CLIENTE-980,Dr. Bento Caldeira,maria-clara92@example.net,Novais Da Serra,AL,PRODUTO-7407,Livros de fantasia,Livros,1,301.82,301.82,Cartão De Débito,Processando,2025,4,Thursday
PEDIDO-2059,2025-07-15,CLIENTE-498,Valentina Mendonça,da-matavicente@example.org,Aparecida,MT,PRODUTO-4382,Perfume,Beleza,2,654.03,1308.06,Cartão De Débito,Entregue,2025,7,Tuesday
PEDIDO-2060,2026-01-17,CLIENTE-417,Cauê Vargas,igor53@example.net,Rodrigues De Correia,ES,PRODUTO-4325,Planta artificial,Casa E Decoração,4,587.11,2348.44,Cartão De Crédito,Entregue,2026,1,Saturday
PEDIDO-2061,2025-11-01,CLIENTE-944,Vitor Hugo Porto,ecorreia@example.org,Campos,AP,PRODUTO-5044,Livros de histórias,Livros,3,1825.09,5475.2699999999995,Cartão De Débito,Processando,2025,11,Saturday
PEDIDO-2062,2026-03-09,CLIENTE-140,Clarice Barros,ecaldeira@example.net,Garcia,SP,PRODUTO-2492,Corda de pular,Esportes,4,726.22,2904.88,Pix,Processando,2026,3,Monday
PEDIDO-2063,2025-11-26,CLIENTE-929,Sra. Aylla Novais,garciasarah@example.net,Das Neves Verde,SP,PRODUTO-3869,Esmalte,Beleza,2,400.18,800.36,Transferência,Cancelado,2025,11,Wednesday
PEDIDO-2064,2025-03-19,CLIENTE-493,Fernanda Pastor,jsampaio@example.net,Leão,PR,PRODUTO-4005,Mochila esportiva,Esportes,5,236.29,1181.45,Cartão De Crédito,Entregue,2025,3,Wednesday
PEDIDO-2065,2025-05-20,CLIENTE-261,Lara Montenegro,scaldeira@example.net,Porto Do Sul,RN,PRODUTO-9810,Chinelo,Calçados,1,1411.19,1411.19,Boleto,Processando,2025,5,Tuesday
PEDIDO-2066,2025-06-26,CLIENTE-880,Lucas Vieira,cmartins@example.net,Santos Do Galho,RJ,PRODUTO-2986,Tapete,Casa E Decoração,1,1523.02,1523.02,Transferência,Processando,2025,6,Thursday
PEDIDO-2067,2025-06-13,CLIENTE-268,Isaac Lima,smelo@example.net,Da Cruz,GO,PRODUTO-4397,Tênis de corrida,Calçados,1,951.23,951.23,Cartão De Crédito,Cancelado,2025,6,Friday
PEDIDO-2068,2025-11-07,CLIENTE-867,Sra. Olivia Duarte,matheuscirino@example.org,Mendes,AP,PRODUTO-7244,Livros de negócios,Livros,4,1718.76,6875.04,Cartão De Débito,Entregue,2025,11,Friday
PEDIDO-2069,2025-06-22,CLIENTE-217,Leandro Jesus,email@naoinformado.com,Monteiro Verde,GO,PRODUTO-2117,Livros de ficção científica,Livros,1,1331.19,1331.19,Cartão De Débito,Entregue,2025,6,Sunday
PEDIDO-2070,2025-04-08,CLIENTE-385,Sr. Otávio Campos,kaique99@example.com,Da Rocha Das Flores,AM,PRODUTO-3643,Desodorante,Beleza,1,1233.63,1233.63,Boleto,Processando,2025,4,Tuesday
PEDIDO-2071,2025-12-25,CLIENTE-859,Carlos Eduardo Nascimento,joao-guilhermepires@example.org,Sousa,MA,PRODUTO-3759,Livros de ficção científica,Livros,1,1370.9,1370.9,Boleto,Processando,2025,12,Thursday
PEDIDO-2072,2025-11-05,CLIENTE-321,Yuri Cirino,stella03@example.org,Cavalcante,RN,PRODUTO-1564,Luvas de academia,Esportes,5,471.52,2357.6,Cartão De Crédito,Cancelado,2025,11,Wednesday
PEDIDO-2073,2025-11-06,CLIENTE-756,Marcela Abreu,maria-vitoria97@example.com,Leão,CE,PRODUTO-2684,Faixa elástica de treino,Esportes,3,915.77,2747.31,Transferência,Entregue,2025,11,Thursday
PEDIDO-2074,2025-11-03,CLIENTE-486,Yasmin Abreu,qmachado@example.org,Fernandes Verde,XX,PRODUTO-1262,Roteador Wi-Fi,Eletrônicos,1,1979.12,1979.12,Boleto,Cancelado,2025,11,Monday
PEDIDO-2075,2026-01-29,CLIENTE-325,Aurora Alves,casa-grandeigor@example.com,Freitas,AP,PRODUTO-3750,Smartwatch,Eletrônicos,1,860.58,860.58,Cartão De Crédito,Processando,2026,1,Thursday
PEDIDO-2076,2026-02-14,CLIENTE-741,Luna Azevedo,catarina53@example.net,Ferreira Da Prata,PA,PRODUTO-4393,Bikinis,Roupas,4,1880.9,7523.6,Cartão De Crédito,Entregue,2026,2,Saturday
PEDIDO-2077,2025-12-24,CLIENTE-465,Gabrielly Costela,yuricastro@example.net,Vasconcelos De Minas,MT,PRODUTO-3844,Tênis esportivo,Calçados,4,1325.29,5301.16,Cartão De Crédito,Processando,2025,12,Wednesday
PEDIDO-2078,2026-01-17,CLIENTE-325,Dr. Léo Guerra,diasana-julia@example.org,Costa De Moura,BA,PRODUTO-5562,Webcam,Eletrônicos,1,181.3,181.3,Boleto,Processando,2026,1,Saturday
PEDIDO-2079,2026-02-08,CLIENTE-713,Yan Pimenta,luisacunha@example.net,Santos Das Pedras,RO,PRODUTO-2668,Livros de drama,Livros,5,1592.96,7964.8,Transferência,Entregue,2026,2,Sunday
PEDIDO-2080,2025-10-06,CLIENTE-197,Srta. Evelyn Dias,gnogueira@example.com,Da Mata,SE,PRODUTO-6314,Velas aromáticas,Casa E Decoração,4,1371.91,5487.64,Boleto,Processando,2025,10,Monday
PEDIDO-2081,2025-04-07,CLIENTE-879,Luiz Otávio Campos,aparecidalarissa@example.com,Araújo De Minas,RN,PRODUTO-6209,Capacete para ciclismo,Esportes,4,181.65,726.6,Cartão De Crédito,Cancelado,2025,4,Monday
PEDIDO-2082,2025-07-12,CLIENTE-559,Joana Souza,gomesvitor-hugo@example.com,Rios,AP,PRODUTO-9372,Livros de mistério,Livros,2,1031.67,2063.34,Cartão De Crédito,Entregue,2025,7,Saturday
PEDIDO-2083,2026-01-28,CLIENTE-877,Vitor Leão,rodrigoferreira@example.org,Barros,MS,PRODUTO-2300,Luminária,Casa E Decoração,1,780.32,780.32,Boleto,Processando,2026,1,Wednesday
PEDIDO-2084,2025-09-21,CLIENTE-138,Ísis Albuquerque,aparecidahellena@example.com,Cassiano Alegre,PR,PRODUTO-8270,Shorts,Roupas,2,592.35,1184.7,Cartão De Crédito,Cancelado,2025,9,Sunday
PEDIDO-2085,2025-12-08,CLIENTE-524,Sr. Nicolas Machado,agatha04@example.net,Casa Grande Do Campo,MT,PRODUTO-5726,Raquete de tênis,Esportes,1,496.57,496.57,Pix,Processando,2025,12,Monday
PEDIDO-2086,2025-10-27,CLIENTE-652,Josué Cirino,cavalcantievelyn@example.net,Ribeiro Do Campo,PR,PRODUTO-5068,Caixa de som,Eletrônicos,5,1751.78,8758.9,Transferência,Processando,2025,10,Monday
PEDIDO-2087,2026-01-02,CLIENTE-744,Srta. Marina Dias,pfogaca@example.com,Aragão,AL,PRODUTO-2058,Controle de videogame,Eletrônicos,1,1909.64,1909.64,Cartão De Crédito,Cancelado,2026,1,Friday
PEDIDO-2088,2025-04-11,CLIENTE-309,Juan Oliveira,babreu@example.net,Siqueira,PB,PRODUTO-2503,Moletom,Roupas,5,1120.25,5601.25,Boleto,Entregue,2025,4,Friday
PEDIDO-2089,2025-04-20,CLIENTE-536,Laís Caldeira,da-rosagustavo@example.net,Montenegro Da Serra,AM,PRODUTO-8652,Corda de pular,Esportes,2,1457.26,2914.52,Boleto,Processando,2025,4,Sunday
PEDIDO-2090,2025-12-24,CLIENTE-354,Daniela da Luz,muriloda-mata@example.com,Azevedo,AL,PRODUTO-5675,Tênis de academia,Calçados,4,1937.07,7748.28,Boleto,Processando,2025,12,Wednesday
PEDIDO-2091,2026-01-15,CLIENTE-592,Davi Cassiano,cirinocarolina@example.com,Azevedo Das Pedras,RS,PRODUTO-6891,Smart TV,Eletrônicos,4,377.14,1508.56,Cartão De Débito,Processando,2026,1,Thursday
PEDIDO-2092,2025-12-27,CLIENTE-852,Sr. Miguel Guerra,thiago60@example.com,Barros,RR,PRODUTO-3553,Histórias em quadrinho,Livros,4,88.63,354.52,Cartão De Débito,Processando,2025,12,Saturday
PEDIDO-2093,2025-04-12,CLIENTE-877,Juliana Lima,fernandamoraes@example.com,Da Luz,AM,PRODUTO-9801,Bota,Calçados,5,1466.96,7334.8,Pix,Processando,2025,4,Saturday
PEDIDO-2094,2026-01-25,CLIENTE-564,Sr. Marcos Vinicius Viana,rodrigolopes@example.org,Costela Grande,MS,PRODUTO-7146,Tênis de corrida,Calçados,5,987.65,4938.25,Pix,Entregue,2026,1,Sunday
PEDIDO-2095,2025-04-27,CLIENTE-300,Mathias Teixeira,ifernandes@example.org,Da Conceição,SP,PRODUTO-4106,Camiseta,Roupas,1,1730.23,1730.23,Pix,Processando,2025,4,Sunday
PEDIDO-2096,2025-04-10,CLIENTE-525,Eduarda Vasconcelos,cardosozoe@example.net,Pires Das Pedras,PA,PRODUTO-7113,Livros de desenvolvimento pessoal,Livros,4,650.23,2600.92,Transferência,Entregue,2025,4,Thursday
PEDIDO-2097,2025-07-06,CLIENTE-139,Lucas Gabriel Pires,ypeixoto@example.net,Vasconcelos Do Galho,CE,PRODUTO-7304,Smartwatch,Eletrônicos,2,1537.75,3075.5,Pix,Cancelado,2025,7,Sunday
PEDIDO-2098,2025-11-03,CLIENTE-826,Bárbara Carvalho,nogueirayan@example.com,Casa Grande,SC,PRODUTO-7032,Livros de drama,Livros,1,1319.27,1319.27,Cartão De Débito,Cancelado,2025,11,Monday
PEDIDO-2099,2025-06-08,CLIENTE-589,Sr. João Vitor Garcia,maria-ceciliateixeira@example.net,Costela Verde,AL,PRODUTO-6921,Smartphone,Eletrônicos,2,559.59,1119.18,Cartão De Débito,Cancelado,2025,6,Sunday
PEDIDO-2100,2025-08-03,CLIENTE-353,Sra. Heloisa Barbosa,sleao@example.com,Caldeira Dos Dourados,PI,PRODUTO-3644,Luminária,Casa E Decoração,1,1553.4,1553.4,Cartão De Débito,Processando,2025,8,Sunday
PEDIDO-2101,2025-10-20,CLIENTE-182,Henry Gabriel Nogueira,monteiropedro-henrique@example.com,Farias Grande,DF,PRODUTO-4093,Prateleira,Casa E Decoração,4,373.36,1493.44,Cartão De Débito,Processando,2025,10,Monday
PEDIDO-2102,2025-05-28,CLIENTE-612,Benício Cardoso,abreuana-livia@example.org,Rezende,MS,PRODUTO-7271,Porta-retratos,Casa E Decoração,3,1481.17,4443.51,Cartão De Crédito,Entregue,2025,5,Wednesday
PEDIDO-2103,2025-10-01,CLIENTE-895,Evelyn Araújo,caua30@example.org,Almeida Do Sul,RS,PRODUTO-6642,Perfume,Beleza,3,1510.02,4530.0599999999995,Cartão De Débito,Cancelado,2025,10,Wednesday
PEDIDO-2104,2025-09-02,CLIENTE-272,Dr. Luiz Gustavo Cavalcanti,davi-miguel96@example.com,Vieira Das Flores,PR,PRODUTO-9056,Shampoo,Beleza,1,186.19,186.19,Cartão De Débito,Cancelado,2025,9,Tuesday
PEDIDO-2105,2025-06-21,CLIENTE-395,Sra. Maria Helena da Luz,rael44@example.org,Pastor,MT,PRODUTO-8060,Bola de vôlei,Esportes,2,780.57,1561.14,Boleto,Entregue,2025,6,Saturday
PEDIDO-2106,2025-09-17,CLIENTE-614,Srta. Maria Laura Jesus,siqueiraemanuella@example.net,Brito,MT,PRODUTO-8383,Monitor,Eletrônicos,2,441.83,883.66,Boleto,Entregue,2025,9,Wednesday
PEDIDO-2107,2025-12-10,CLIENTE-992,Luiz Otávio Borges,nrezende@example.com,Duarte De Novais,AM,PRODUTO-8220,Livros de mistério,Livros,5,262.93,1314.65,Boleto,Entregue,2025,12,Wednesday
PEDIDO-2108,2026-02-13,CLIENTE-486,Maysa da Mota,nathansantos@example.org,Gonçalves,PR,PRODUTO-5534,Fone de ouvido,Eletrônicos,3,107.85,323.54999999999995,Boleto,Processando,2026,2,Friday
PEDIDO-2109,2025-10-12,CLIENTE-878,Dr. Luiz Miguel da Cruz,gnovais@example.org,Campos De Camargo,AL,PRODUTO-1155,Notebook,Eletrônicos,3,1516.01,4548.03,Cartão De Crédito,Cancelado,2025,10,Sunday
PEDIDO-2110,2025-11-09,CLIENTE-142,Lucas Gabriel Leão,wda-cruz@example.org,Andrade,MS,PRODUTO-4458,HD externo,Eletrônicos,1,782.55,782.55,Transferência,Processando,2025,11,Sunday
PEDIDO-2111,2026-02-17,CLIENTE-584,Sr. Caleb Nunes,joao-vitor06@example.com,Vargas Do Campo,RN,PRODUTO-6521,Esmalte,Beleza,3,773.03,2319.09,Pix,Processando,2026,2,Tuesday
PEDIDO-2112,2026-02-06,CLIENTE-469,Dra. Isabelly Ferreira,moreirabeatriz@example.org,Novaes Da Prata,TO,PRODUTO-7528,Faixa elástica de treino,Esportes,5,161.62,808.1,Pix,Processando,2026,2,Friday
PEDIDO-2113,2025-05-24,CLIENTE-103,Dr. Ryan Oliveira,bruna02@example.com,Cavalcanti,GO,PRODUTO-7583,Livros de drama,Livros,2,100.08,200.16,Cartão De Crédito,Cancelado,2025,5,Saturday
PEDIDO-2114,2025-05-04,CLIENTE-816,Sr. Gustavo Moraes,calebe84@example.com,Vargas,MS,PRODUTO-5072,Extensão de cílios,Beleza,4,1255.79,5023.16,Cartão De Débito,Cancelado,2025,5,Sunday
PEDIDO-2115,2025-05-20,CLIENTE-292,Sr. Leonardo Silveira,krocha@example.net,Abreu,MA,PRODUTO-6278,Smartphone,Eletrônicos,3,1753.2,5259.6,Pix,Cancelado,2025,5,Tuesday
PEDIDO-2116,2026-02-24,CLIENTE-721,Rael Castro,diego96@example.net,Leão,PI,PRODUTO-7556,Livros de drama,Livros,5,1598.22,7991.1,Pix,Processando,2026,2,Tuesday
PEDIDO-2117,2025-11-03,CLIENTE-587,Davi Lucca Castro,maria-eduarda73@example.net,Mendes,SE,PRODUTO-2645,Mochila esportiva,Esportes,4,623.03,2492.12,Boleto,Cancelado,2025,11,Monday
PEDIDO-2118,2025-07-12,CLIENTE-632,Nina da Rocha,cassianoarthur-gabriel@example.net,Moura Das Flores,PR,PRODUTO-9267,Luminária,Casa E Decoração,2,1020.95,2041.9,Cartão De Crédito,Processando,2025,7,Saturday
PEDIDO-2119,2025-04-01,CLIENTE-661,João Miguel Montenegro,diegolima@example.org,Moura Das Pedras,AM,PRODUTO-8648,Desodorante,Beleza,4,1912.35,7649.4,Cartão De Débito,Cancelado,2025,4,Tuesday
PEDIDO-2120,2026-03-01,CLIENTE-349,Heitor Costa,ilima@example.org,Lopes Do Amparo,SC,PRODUTO-3792,Vestido,Roupas,1,898.04,898.04,Cartão De Crédito,Entregue,2026,3,Sunday
PEDIDO-2121,2025-05-06,CLIENTE-434,Maria Alice Ribeiro,silveiraluiz-felipe@example.net,Da Cunha Das Flores,PI,PRODUTO-5593,Livros de programação,Livros,3,1348.57,4045.71,Cartão De Crédito,Cancelado,2025,5,Tuesday
PEDIDO-2122,2026-03-05,CLIENTE-647,Heloísa Ferreira,isabela31@example.net,Novaes,SC,PRODUTO-9060,Bola de basquete,Esportes,3,1750.28,5250.84,Transferência,Cancelado,2026,3,Thursday
PEDIDO-2123,2026-01-19,CLIENTE-451,Ana Vitória Sá,joaogomes@example.com,Vargas Grande,BA,PRODUTO-7252,Livros de mistério,Livros,5,1934.18,9670.9,Cartão De Débito,Entregue,2026,1,Monday
PEDIDO-2124,2025-12-03,CLIENTE-218,Danilo Duarte,mendoncanicole@example.net,Garcia Do Amparo,PB,PRODUTO-2436,Tênis casual,Calçados,1,713.46,713.46,Transferência,Entregue,2025,12,Wednesday
PEDIDO-2125,2026-03-06,CLIENTE-218,Renan Porto,fonsecamanuela@example.net,Jesus,PE,PRODUTO-7025,Quadro decorativo,Casa E Decoração,3,1910.43,5731.29,Transferência,Cancelado,2026,3,Friday
PEDIDO-2126,2025-05-06,CLIENTE-163,Dra. Maria Liz da Paz,email@naoinformado.com,Nogueira Das Pedras,PA,PRODUTO-6980,Perfume,Beleza,1,1344.3,1344.3,Cartão De Crédito,Processando,2025,5,Tuesday
PEDIDO-2127,2025-08-10,CLIENTE-972,Srta. Larissa Silveira,email@naoinformado.com,Marques De Barbosa,ES,PRODUTO-8467,Livros de fantasia,Livros,1,602.62,602.62,Cartão De Crédito,Cancelado,2025,8,Sunday
PEDIDO-2128,2025-12-24,CLIENTE-614,Júlia Vargas,alanaviana@example.org,Barbosa Grande,MA,PRODUTO-3022,Corda de pular,Esportes,5,982.65,4913.25,Boleto,Processando,2025,12,Wednesday
PEDIDO-2129,2025-04-09,CLIENTE-485,Manuella Camargo,benicio41@example.net,Cavalcanti,PI,PRODUTO-6458,Carregador,Eletrônicos,2,1703.74,3407.48,Boleto,Cancelado,2025,4,Wednesday
PEDIDO-2130,2025-10-30,CLIENTE-986,Bento Moura,mathias00@example.org,Monteiro,PB,PRODUTO-3933,Removedor de maquiagem,Beleza,4,633.25,2533.0,Boleto,Entregue,2025,10,Thursday
PEDIDO-2131,2025-08-25,CLIENTE-445,Isabella Leão,camposvitor@example.net,Viana,AP,PRODUTO-8756,Livros de negócios,Livros,4,812.57,3250.28,Transferência,Cancelado,2025,8,Monday
PEDIDO-2132,2025-06-19,CLIENTE-813,Isaque Lima,sophia19@example.net,Garcia Do Campo,MG,PRODUTO-9978,Regata,Roupas,1,305.26,305.26,Transferência,Entregue,2025,6,Thursday
PEDIDO-2133,2025-07-20,CLIENTE-826,Sarah Cavalcante,iviana@example.com,Abreu Dos Dourados,TO,PRODUTO-8496,Coturno,Calçados,2,1175.46,2350.92,Cartão De Débito,Cancelado,2025,7,Sunday
PEDIDO-2134,2026-01-08,CLIENTE-248,Maitê Monteiro,vicente23@example.com,Sá,SC,PRODUTO-4573,Camisa social,Roupas,1,756.34,756.34,Transferência,Entregue,2026,1,Thursday
PEDIDO-2135,2025-06-17,CLIENTE-979,Melina Brito,britotheodoro@example.net,Silveira Das Pedras,PA,PRODUTO-7169,Pijama,Roupas,2,1855.67,3711.34,Cartão De Crédito,Processando,2025,6,Tuesday
PEDIDO-2136,2025-07-17,CLIENTE-283,Maysa Monteiro,ceciliaalbuquerque@example.org,Correia De Da Cruz,ES,PRODUTO-2922,HD externo,Eletrônicos,3,1207.12,3621.3599999999997,Boleto,Cancelado,2025,7,Thursday
PEDIDO-2137,2025-03-13,CLIENTE-350,Isaac Borges,fcunha@example.org,Da Rosa De Guerra,AP,PRODUTO-2946,Caixa de som,Eletrônicos,4,1002.82,4011.28,Transferência,Entregue,2025,3,Thursday
PEDIDO-2138,2026-01-27,CLIENTE-484,Benício Moraes,pimentadavi-luiz@example.com,Rios Das Flores,BA,PRODUTO-2468,Removedor de esmalte,Beleza,4,586.67,2346.68,Cartão De Débito,Processando,2026,1,Tuesday
PEDIDO-2139,2025-07-09,CLIENTE-219,Cliente não informado,kaiquenascimento@example.net,Macedo Alegre,RJ,PRODUTO-8856,Câmera digital,Eletrônicos,1,1503.45,1503.45,Boleto,Processando,2025,7,Wednesday
PEDIDO-2140,2025-11-11,CLIENTE-760,Bernardo Fernandes,ycunha@example.com,Da Mata,MT,PRODUTO-8105,Corda de pular,Esportes,5,294.21,1471.05,Pix,Entregue,2025,11,Tuesday
PEDIDO-2141,2025-11-29,CLIENTE-982,Yasmin Andrade,pietrogoncalves@example.com,Câmara Do Sul,AC,PRODUTO-9806,Desodorante,Beleza,4,1635.09,6540.36,Cartão De Crédito,Processando,2025,11,Saturday
PEDIDO-2142,2026-03-11,CLIENTE-649,Igor Brito,aguerra@example.net,Sales,MT,PRODUTO-9684,Removedor de maquiagem,Beleza,1,1061.86,1061.86,Transferência,Cancelado,2026,3,Wednesday
PEDIDO-2143,2025-07-30,CLIENTE-909,Anthony Gabriel Costela,antonyaragao@example.net,Brito Do Oeste,MT,PRODUTO-3033,Raquete de tênis,Esportes,2,1933.08,3866.16,Cartão De Crédito,Entregue,2025,7,Wednesday
PEDIDO-2144,2025-07-21,CLIENTE-811,Miguel Farias,mborges@example.net,Novaes Do Amparo,AP,PRODUTO-1087,Bikinis,Roupas,4,1611.0,6444.0,Cartão De Crédito,Entregue,2025,7,Monday
PEDIDO-2145,2025-10-06,CLIENTE-311,João Miguel Siqueira,vargasmaria-flor@example.com,Mendes,RN,PRODUTO-3641,Bola de basquete,Esportes,5,550.68,2753.3999999999996,Cartão De Crédito,Entregue,2025,10,Monday
PEDIDO-2146,2025-10-06,CLIENTE-618,Sophie Moreira,eduardo23@example.com,Alves Dos Dourados,AC,PRODUTO-6956,Tênis de corrida,Calçados,2,874.95,1749.9,Cartão De Crédito,Entregue,2025,10,Monday
PEDIDO-2147,2025-10-26,CLIENTE-631,Hadassa Borges,davi-luizrios@example.org,Lopes,MT,PRODUTO-5807,Escova de cabelo,Beleza,4,322.72,1290.88,Cartão De Débito,Cancelado,2025,10,Sunday
PEDIDO-2148,2025-03-28,CLIENTE-460,Maria Flor Guerra,garciaalice@example.org,Pastor Da Praia,DF,PRODUTO-9818,Planta artificial,Casa E Decoração,2,1391.46,2782.92,Cartão De Crédito,Entregue,2025,3,Friday
PEDIDO-2149,2025-12-13,CLIENTE-245,Cliente não informado,walmeida@example.org,Pastor,RS,PRODUTO-6882,Calça de moletom,Roupas,1,1471.75,1471.75,Transferência,Processando,2025,12,Saturday
PEDIDO-2150,2025-10-26,CLIENTE-765,Sr. Dante Nascimento,borgesoliver@example.com,Vargas,SP,PRODUTO-7554,Roupa íntima,Roupas,1,1892.24,1892.24,Cartão De Débito,Cancelado,2025,10,Sunday
PEDIDO-2151,2025-10-29,CLIENTE-308,Paulo Pastor,carvalhocamila@example.net,Cunha,DF,PRODUTO-5413,Monitor,Eletrônicos,3,1149.1,3447.2999999999997,Transferência,Cancelado,2025,10,Wednesday
PEDIDO-2152,2025-09-05,CLIENTE-941,Luan da Rosa,montenegrorael@example.net,Araújo,AP,PRODUTO-6183,Pijama,Roupas,4,100.52,402.08,Transferência,Entregue,2025,9,Friday
PEDIDO-2153,2026-01-10,CLIENTE-227,Maysa Peixoto,garciabryan@example.org,Caldeira,MA,PRODUTO-2802,Velas aromáticas,Casa E Decoração,5,843.22,4216.1,Pix,Cancelado,2026,1,Saturday
PEDIDO-2154,2025-10-23,CLIENTE-441,Dra. Luísa Souza,kbarros@example.org,Leão Do Sul,RJ,PRODUTO-5476,Perfume,Beleza,2,583.61,1167.22,Cartão De Crédito,Processando,2025,10,Thursday
PEDIDO-2155,2025-04-18,CLIENTE-327,Diogo Jesus,luana03@example.org,Viana,MT,PRODUTO-2720,Histórias em quadrinho,Livros,1,392.68,392.68,Pix,Cancelado,2025,4,Friday
PEDIDO-2156,2025-11-05,CLIENTE-601,Ana Vitória Gonçalves,cassianomariane@example.org,Rocha Do Galho,PR,PRODUTO-9666,Webcam,Eletrônicos,5,1737.53,8687.65,Transferência,Processando,2025,11,Wednesday
PEDIDO-2157,2025-05-28,CLIENTE-149,Sofia Garcia,hellena52@example.com,Ramos Dos Dourados,PR,PRODUTO-6210,Regata,Roupas,2,723.09,1446.18,Transferência,Cancelado,2025,5,Wednesday
PEDIDO-2158,2025-10-31,CLIENTE-970,Yago da Cruz,da-motamaria-flor@example.net,Nascimento De Cavalcanti,PR,PRODUTO-8812,Livros infantis,Livros,2,555.17,1110.34,Transferência,Cancelado,2025,10,Friday
PEDIDO-2159,2025-04-12,CLIENTE-229,Yan Barbosa,miguel71@example.com,Pacheco Do Galho,MS,PRODUTO-7206,Calça de moletom,Roupas,1,1840.96,1840.96,Pix,Cancelado,2025,4,Saturday
PEDIDO-2160,2026-01-15,CLIENTE-794,Ana Cecília Casa Grande,cardosolivia@example.com,Abreu,MT,PRODUTO-7852,Relógio de parede,Casa E Decoração,4,407.05,1628.2,Pix,Processando,2026,1,Thursday
PEDIDO-2161,2025-10-06,CLIENTE-382,Catarina Moraes,nicole64@example.com,Azevedo,PE,PRODUTO-9529,Livros de drama,Livros,2,645.12,1290.24,Cartão De Crédito,Processando,2025,10,Monday
PEDIDO-2162,2026-02-18,CLIENTE-420,João Felipe Ferreira,novaesluana@example.org,Nascimento Do Campo,CE,PRODUTO-2476,Creme hidratante,Beleza,1,1473.41,1473.41,Cartão De Crédito,Entregue,2026,2,Wednesday
PEDIDO-2163,2025-03-22,CLIENTE-186,Isadora Pires,caio71@example.com,Carvalho De Moreira,BA,PRODUTO-5683,Garrafa térmica esportiva,Esportes,4,1626.28,6505.12,Cartão De Crédito,Processando,2025,3,Saturday
PEDIDO-2164,2025-07-18,CLIENTE-848,Maria Cecília Pimenta,dmendonca@example.com,Andrade,AL,PRODUTO-8858,Meias,Roupas,5,1385.99,6929.95,Transferência,Cancelado,2025,7,Friday
PEDIDO-2165,2025-11-27,CLIENTE-114,Maria Julia Cassiano,melonathan@example.net,Rios,CE,PRODUTO-4115,Prateleira,Casa E Decoração,1,1442.61,1442.61,Transferência,Cancelado,2025,11,Thursday
PEDIDO-2166,2026-03-03,CLIENTE-856,Vitória Machado,frios@example.com,Borges,SP,PRODUTO-9652,Luvas de academia,Esportes,5,132.59,662.95,Cartão De Débito,Entregue,2026,3,Tuesday
PEDIDO-2167,2025-04-22,CLIENTE-882,Isaque Pereira,smendonca@example.org,Nunes Paulista,BA,PRODUTO-4687,Quadro decorativo,Casa E Decoração,1,765.75,765.75,Boleto,Cancelado,2025,4,Tuesday
PEDIDO-2168,2025-10-06,CLIENTE-152,Olívia da Mata,dante49@example.com,Cunha Grande,RN,PRODUTO-9118,Livros de desenvolvimento pessoal,Livros,2,777.9,1555.8,Cartão De Crédito,Processando,2025,10,Monday
PEDIDO-2169,2025-08-20,CLIENTE-355,Sra. Rafaela Martins,ecastro@example.net,Dias Da Mata,BA,PRODUTO-9832,Protetor solar,Beleza,3,633.4,1900.1999999999998,Pix,Processando,2025,8,Wednesday
PEDIDO-2170,2025-11-02,CLIENTE-855,Benjamim da Rocha,ccaldeira@example.org,Gomes Da Serra,AL,PRODUTO-7449,Halteres,Esportes,3,1861.76,5585.28,Transferência,Entregue,2025,11,Sunday
