id_cliente,recencia,frequencia,monetario,nome_cliente,R_score,F_score,M_score,segmento
CLIENTE-307,8,6,23798.47,Maysa Teixeira,5,2,4,Novo
CLIENTE-307,8,6,23798.47,Ana Ribeiro,5,2,4,Novo
CLIENTE-308,96,5,10200.150000000001,Bento Lopes,1,1,1,Perdido
CLIENTE-308,96,5,10200.150000000001,Paulo Pastor,1,1,1,Perdido
CLIENTE-308,96,5,10200.150000000001,Sr. Davi Luiz Duarte,1,1,1,Perdido
CLIENTE-308,96,5,10200.150000000001,Gabriela Leão,1,1,1,Perdido
CLIENTE-308,96,5,10200.150000000001,Miguel Vieira,1,1,1,Perdido
CLIENTE-309,24,5,20175.75,Juan Oliveira,3,1,3,Potencial
CLIENTE-309,24,5,20175.75,Ana Sophia Ribeiro,3,1,3,Potencial
CLIENTE-309,24,5,20175.75,Helena Correia,3,1,3,Potencial
CLIENTE-309,24,5,20175.75,Kaique Siqueira,3,1,3,Potencial
CLIENTE-309,24,5,20175.75,Ryan Porto,3,1,3,Potencial
CLIENTE-310,26,4,16030.89,Laís da Paz,3,1,2,Potencial
CLIENTE-310,26,4,16030.89,Vinícius Vasconcelos,3,1,2,Potencial
CLIENTE-310,26,4,16030.89,Ester Campos,3,1,2,Potencial
CLIENTE-310,26,4,16030.89,Rebeca Montenegro,3,1,2,Potencial
CLIENTE-311,63,7,15296.45,Eloá Sá,2,3,2,Em risco
CLIENTE-311,63,7,15296.45,João Miguel Siqueira,2,3,2,Em risco
CLIENTE-311,63,7,15296.45,Sra. Ana Vitória Pires,2,3,2,Em risco
CLIENTE-311,63,7,15296.45,Marcela Monteiro,2,3,2,Em risco
CLIENTE-311,63,7,15296.45,Lívia Jesus,2,3,2,Em risco
CLIENTE-311,63,7,15296.45,Thales Andrade,2,3,2,Em risco
CLIENTE-311,63,7,15296.45,Bruna Albuquerque,2,3,2,Em risco
CLIENTE-312,51,11,35608.37,Dra. Ana Beatriz Cirino,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Joaquim Pinto,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Valentina Guerra,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Augusto Barros,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Oliver Souza,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Alice Castro,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Dra. Ágatha Guerra,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Valentim Alves,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Luigi Lima,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Maria Laura Sá,2,5,5,Em risco
CLIENTE-312,51,11,35608.37,Ísis Moreira,2,5,5,Em risco
CLIENTE-313,16,9,26447.18,Camila Borges,4,4,4,Campeão
CLIENTE-313,16,9,26447.18,Yuri das Neves,4,4,4,Campeão
CLIENTE-313,16,9,26447.18,Srta. Zoe Nunes,4,4,4,Campeão
CLIENTE-313,16,9,26447.18,Arthur Miguel Teixeira,4,4,4,Campeão
CLIENTE-313,16,9,26447.18,Thiago Moura,4,4,4,Campeão
CLIENTE-313,16,9,26447.18,Carolina Pacheco,4,4,4,Campeão
CLIENTE-313,16,9,26447.18,Heloisa da Rocha,4,4,4,Campeão
CLIENTE-313,16,9,26447.18,Srta. Sabrina Garcia,4,4,4,Campeão
CLIENTE-313,16,9,26447.18,Zoe Castro,4,4,4,Campeão
CLIENTE-314,49,7,29068.48,Cliente não informado,2,3,5,Em risco
CLIENTE-314,49,7,29068.48,Marcos Vinicius da Paz,2,3,5,Em risco
CLIENTE-314,49,7,29068.48,Sra. Aylla Costela,2,3,5,Em risco
CLIENTE-314,49,7,29068.48,Otávio Vargas,2,3,5,Em risco
CLIENTE-314,49,7,29068.48,Caleb da Conceição,2,3,5,Em risco
CLIENTE-314,49,7,29068.48,Luiz Miguel Macedo,2,3,5,Em risco
CLIENTE-314,49,7,29068.48,Léo das Neves,2,3,5,Em risco
CLIENTE-315,48,5,10599.630000000001,Valentim Camargo,2,1,1,Perdido
CLIENTE-315,48,5,10599.630000000001,Bernardo Pacheco,2,1,1,Perdido
CLIENTE-315,48,5,10599.630000000001,Miguel Novais,2,1,1,Perdido
CLIENTE-315,48,5,10599.630000000001,Luísa Teixeira,2,1,1,Perdido
CLIENTE-315,48,5,10599.630000000001,Sra. Cecilia Ramos,2,1,1,Perdido
CLIENTE-316,30,7,22463.22,Asafe Alves,3,3,3,Leal
CLIENTE-316,30,7,22463.22,Julia Moura,3,3,3,Leal
CLIENTE-316,30,7,22463.22,Valentim Guerra,3,3,3,Leal
CLIENTE-316,30,7,22463.22,Dra. Stephany Rocha,3,3,3,Leal
CLIENTE-316,30,7,22463.22,Dr. Yuri Farias,3,3,3,Leal
CLIENTE-316,30,7,22463.22,Vitória das Neves,3,3,3,Leal
CLIENTE-316,30,7,22463.22,Yago Barros,3,3,3,Leal
CLIENTE-317,7,9,16800.23,Sr. Benicio das Neves,5,4,2,Potencial
CLIENTE-317,7,9,16800.23,Caleb Siqueira,5,4,2,Potencial
CLIENTE-317,7,9,16800.23,Antonella Montenegro,5,4,2,Potencial
CLIENTE-317,7,9,16800.23,Alexia Jesus,5,4,2,Potencial
CLIENTE-317,7,9,16800.23,José Pedro Barbosa,5,4,2,Potencial
CLIENTE-317,7,9,16800.23,Cauã Moura,5,4,2,Potencial
CLIENTE-317,7,9,16800.23,Emanuel Teixeira,5,4,2,Potencial
CLIENTE-317,7,9,16800.23,Antonella da Cunha,5,4,2,Potencial
CLIENTE-317,7,9,16800.23,Ágatha Teixeira,5,4,2,Potencial
CLIENTE-318,146,5,20181.74,Srta. Eloah da Mata,1,1,3,Perdido
CLIENTE-318,146,5,20181.74,Dr. Felipe Sales,1,1,3,Perdido
CLIENTE-318,146,5,20181.74,Isaque Pinto,1,1,3,Perdido
CLIENTE-318,146,5,20181.74,José Miguel da Mata,1,1,3,Perdido
CLIENTE-318,146,5,20181.74,Nicole Monteiro,1,1,3,Perdido
CLIENTE-319,73,7,14256.31,Rodrigo Vasconcelos,2,3,2,Em risco
CLIENTE-319,73,7,14256.31,Ágatha Pinto,2,3,2,Em risco
CLIENTE-319,73,7,14256.31,José Miguel Rodrigues,2,3,2,Em risco
CLIENTE-319,73,7,14256.31,Sra. Sophia da Mota,2,3,2,Em risco
CLIENTE-319,73,7,14256.31,Nicolas Gomes,2,3,2,Em risco
CLIENTE-319,73,7,14256.31,Dra. Luara da Rosa,2,3,2,Em risco
CLIENTE-319,73,7,14256.31,João Pedro Rocha,2,3,2,Em risco
CLIENTE-320,127,7,21169.43,Ayla Nunes,1,3,3,Em risco
CLIENTE-320,127,7,21169.43,Theo Correia,1,3,3,Em risco
CLIENTE-320,127,7,21169.43,Isabella Ribeiro,1,3,3,Em risco
CLIENTE-320,127,7,21169.43,Eloah da Cunha,1,3,3,Em risco
CLIENTE-320,127,7,21169.43,Matheus da Rocha,1,3,3,Em risco
CLIENTE-320,127,7,21169.43,Maria Helena Fogaça,1,3,3,Em risco
CLIENTE-320,127,7,21169.43,Pietro Martins,1,3,3,Em risco
CLIENTE-321,65,9,25138.86,Vinícius Lima,2,4,4,Em risco
CLIENTE-321,65,9,25138.86,Yuri Cirino,2,4,4,Em risco
CLIENTE-321,65,9,25138.86,Maria Luiza Peixoto,2,4,4,Em risco
CLIENTE-321,65,9,25138.86,Gabriela Pereira,2,4,4,Em risco
CLIENTE-321,65,9,25138.86,Nathan Lima,2,4,4,Em risco
CLIENTE-321,65,9,25138.86,Camila Barbosa,2,4,4,Em risco
CLIENTE-321,65,9,25138.86,Bento da Luz,2,4,4,Em risco
CLIENTE-321,65,9,25138.86,Maria Luiza Farias,2,4,4,Em risco
CLIENTE-321,65,9,25138.86,Sra. Hellena Pereira,2,4,4,Em risco
CLIENTE-322,45,5,16122.3,Mirella Vasconcelos,3,1,2,Potencial
CLIENTE-322,45,5,16122.3,Dra. Ágatha Rocha,3,1,2,Potencial
CLIENTE-322,45,5,16122.3,Theodoro Siqueira,3,1,2,Potencial
CLIENTE-322,45,5,16122.3,Francisco Montenegro,3,1,2,Potencial
CLIENTE-322,45,5,16122.3,Anthony Gabriel Silva,3,1,2,Potencial
CLIENTE-323,2,9,20936.12,Théo Farias,5,4,3,Leal
CLIENTE-323,2,9,20936.12,Nathan Gonçalves,5,4,3,Leal
CLIENTE-323,2,9,20936.12,Matteo Ramos,5,4,3,Leal
CLIENTE-323,2,9,20936.12,Yan Guerra,5,4,3,Leal
CLIENTE-323,2,9,20936.12,Isabela Mendes,5,4,3,Leal
CLIENTE-323,2,9,20936.12,Gael Henrique Sales,5,4,3,Leal
CLIENTE-323,2,9,20936.12,Oliver Rocha,5,4,3,Leal
CLIENTE-323,2,9,20936.12,Gustavo Barbosa,5,4,3,Leal
CLIENTE-323,2,9,20936.12,João Guerra,5,4,3,Leal
CLIENTE-324,29,7,14375.11,Erick da Rocha,3,3,2,Potencial
CLIENTE-324,29,7,14375.11,Nathan Mendonça,3,3,2,Potencial
CLIENTE-324,29,7,14375.11,Ana Julia Andrade,3,3,2,Potencial
CLIENTE-324,29,7,14375.11,Arthur Silva,3,3,2,Potencial
CLIENTE-324,29,7,14375.11,Aurora Rezende,3,3,2,Potencial
CLIENTE-324,29,7,14375.11,Benício Marques,3,3,2,Potencial
CLIENTE-324,29,7,14375.11,Davi Luiz Cavalcanti,3,3,2,Potencial
CLIENTE-325,42,14,36067.91,Ana Lívia Correia,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Aurora Alves,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Dr. Léo Guerra,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Sophie Guerra,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Arthur Gabriel Cunha,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Valentim Cunha,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Brayan Farias,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Manuela Correia,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Juan Câmara,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Antonella Pastor,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Vitor Gabriel Camargo,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Nina Andrade,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Maria Isis Cunha,3,5,5,Leal
CLIENTE-325,42,14,36067.91,Dr. João Felipe Marques,3,5,5,Leal
CLIENTE-326,5,6,12403.53,Ravi Marques,5,2,1,Novo
CLIENTE-326,5,6,12403.53,Ester Rios,5,2,1,Novo
CLIENTE-326,5,6,12403.53,Rhavi da Mata,5,2,1,Novo
CLIENTE-326,5,6,12403.53,Vinícius Ramos,5,2,1,Novo
CLIENTE-326,5,6,12403.53,Maria Fernanda Castro,5,2,1,Novo
CLIENTE-326,5,6,12403.53,Manuella Camargo,5,2,1,Novo
CLIENTE-327,9,9,29123.15,Danilo Alves,5,4,5,Campeão
CLIENTE-327,9,9,29123.15,Júlia Sousa,5,4,5,Campeão
CLIENTE-327,9,9,29123.15,Pedro Lucas Aparecida,5,4,5,Campeão
CLIENTE-327,9,9,29123.15,Paulo Machado,5,4,5,Campeão
CLIENTE-327,9,9,29123.15,Diogo Jesus,5,4,5,Campeão
CLIENTE-327,9,9,29123.15,Srta. Eduarda Barbosa,5,4,5,Campeão
CLIENTE-327,9,9,29123.15,Lorena Cirino,5,4,5,Campeão
CLIENTE-327,9,9,29123.15,Renan Teixeira,5,4,5,Campeão
CLIENTE-327,9,9,29123.15,Valentina Costela,5,4,5,Campeão
CLIENTE-328,53,4,8858.32,Raquel Rezende,2,1,1,Perdido
CLIENTE-328,53,4,8858.32,Emanuelly Araújo,2,1,1,Perdido
CLIENTE-328,53,4,8858.32,Srta. Yasmin Nascimento,2,1,1,Perdido
CLIENTE-328,53,4,8858.32,Dr. Arthur Miguel Alves,2,1,1,Perdido
CLIENTE-329,58,6,17947.02,Antônio da Conceição,2,2,2,Perdido
CLIENTE-329,58,6,17947.02,Caleb Porto,2,2,2,Perdido
CLIENTE-329,58,6,17947.02,Dra. Gabriela Araújo,2,2,3,Perdido
CLIENTE-329,58,6,17947.02,Alana Castro,2,2,3,Perdido
CLIENTE-329,58,6,17947.02,Maya Cavalcante,2,2,3,Perdido
CLIENTE-329,58,6,17947.02,Cliente não informado,2,2,3,Perdido
CLIENTE-330,14,4,7042.5,Josué Freitas,4,1,1,Novo
CLIENTE-330,14,4,7042.5,Sra. Ana Beatriz Ferreira,4,1,1,Novo
CLIENTE-330,14,4,7042.5,Benício Vieira,4,1,1,Novo
CLIENTE-330,14,4,7042.5,Maria Luiza Gonçalves,4,1,1,Novo
CLIENTE-331,106,7,22671.11,Cauã Dias,1,3,3,Em risco
CLIENTE-331,106,7,22671.11,Srta. Pietra Rios,1,3,3,Em risco
CLIENTE-331,106,7,22671.11,Dante Sá,1,3,3,Em risco
CLIENTE-331,106,7,22671.11,Lunna Santos,1,3,3,Em risco
CLIENTE-331,106,7,22671.11,Cliente não informado,1,3,3,Em risco
CLIENTE-331,106,7,22671.11,João Guilherme da Mata,1,3,3,Em risco
CLIENTE-331,106,7,22671.11,Joana Alves,1,3,3,Em risco
CLIENTE-332,136,3,19202.02,Alexia Camargo,1,1,3,Perdido
CLIENTE-332,136,3,19202.02,Juan Aragão,1,1,3,Perdido
CLIENTE-332,136,3,19202.02,Luiza Lima,1,1,3,Perdido
CLIENTE-333,139,1,2116.4,Diego Brito,1,1,1,Perdido
CLIENTE-334,233,7,26504.54,Dr. Luiz Otávio Costa,1,3,4,Em risco
CLIENTE-334,233,7,26504.54,Srta. Yasmin Ramos,1,3,4,Em risco
CLIENTE-334,233,7,26504.54,Vitor Gabriel Leão,1,3,4,Em risco
CLIENTE-334,233,7,26504.54,Mariah Ribeiro,1,3,4,Em risco
CLIENTE-334,233,7,26504.54,Bella Costela,1,3,4,Em risco
CLIENTE-334,233,7,26504.54,Marcos Vinicius Ribeiro,1,3,4,Em risco
CLIENTE-334,233,7,26504.54,Guilherme Ferreira,1,3,4,Em risco
CLIENTE-335,55,7,21881.79,Vinicius Costa,2,3,3,Em risco
CLIENTE-335,55,7,21881.79,Sra. Maria Vitória Mendes,2,3,3,Em risco
CLIENTE-335,55,7,21881.79,José Miguel Sá,2,3,3,Em risco
CLIENTE-335,55,7,21881.79,Vitória da Paz,2,3,3,Em risco
CLIENTE-335,55,7,21881.79,Liz Rodrigues,2,3,3,Em risco
CLIENTE-335,55,7,21881.79,Nina Castro,2,3,3,Em risco
CLIENTE-335,55,7,21881.79,Guilherme Cunha,2,3,3,Em risco
CLIENTE-336,29,5,5756.4,Cecília Moraes,3,1,1,Potencial
CLIENTE-336,29,5,5756.4,João Vitor Moreira,3,1,1,Potencial
CLIENTE-336,29,5,5756.4,Emanuelly Silveira,3,1,1,Potencial
CLIENTE-336,29,5,5756.4,Allana Nascimento,3,1,1,Potencial
CLIENTE-336,29,5,5756.4,Benicio Pires,3,1,1,Potencial
CLIENTE-337,25,9,32990.07,Sr. Pedro Azevedo,3,4,5,Leal
CLIENTE-337,25,9,32990.07,Nina Silveira,3,4,5,Leal
CLIENTE-337,25,9,32990.07,Maria Flor Albuquerque,3,4,5,Leal
CLIENTE-337,25,9,32990.07,Davi Lucca Machado,3,4,5,Leal
CLIENTE-337,25,9,32990.07,Olívia Rezende,3,4,5,Leal
CLIENTE-337,25,9,32990.07,Sr. Bernardo Gomes,3,4,5,Leal
CLIENTE-337,25,9,32990.07,Benjamin Castro,3,4,5,Leal
CLIENTE-337,25,9,32990.07,Dra. Maria Flor Casa Grande,3,4,5,Leal
CLIENTE-337,25,9,32990.07,Leonardo da Rocha,3,4,5,Leal
CLIENTE-338,116,4,5357.18,Luana Campos,1,1,1,Perdido
CLIENTE-338,116,4,5357.18,Noah Pereira,1,1,1,Perdido
CLIENTE-338,116,4,5357.18,Valentim Fonseca,1,1,1,Perdido
CLIENTE-338,116,4,5357.18,Raquel Cassiano,1,1,1,Perdido
CLIENTE-339,9,3,15352.16,Daniela Silva,5,1,2,Novo
CLIENTE-339,9,3,15352.16,Luara Farias,5,1,2,Novo
CLIENTE-339,9,3,15352.16,Maria Flor Cavalcanti,5,1,2,Novo
CLIENTE-340,237,3,12826.21,Emanuel Gonçalves,1,1,1,Perdido
CLIENTE-340,237,3,12826.21,Srta. Maria Fernanda Cassiano,1,1,1,Perdido
CLIENTE-340,237,3,12826.21,Maysa Fogaça,1,1,1,Perdido
CLIENTE-341,41,6,23755.39,Davi Albuquerque,3,2,4,Potencial
CLIENTE-341,41,6,23755.39,Ana Cecília Rocha,3,2,4,Potencial
CLIENTE-341,41,6,23755.39,Allana Guerra,3,2,4,Potencial
CLIENTE-341,41,6,23755.39,José Miguel da Conceição,3,2,4,Potencial
CLIENTE-341,41,6,23755.39,Bento Carvalho,3,2,4,Potencial
CLIENTE-341,41,6,23755.39,Ravi Lucca Brito,3,2,4,Potencial
CLIENTE-342,36,8,27054.62,Elisa Guerra,3,4,4,Leal
CLIENTE-342,36,8,27054.62,Mariah Albuquerque,3,4,4,Leal
CLIENTE-342,36,8,27054.62,Dr. Vitor Hugo Rios,3,4,4,Leal
CLIENTE-342,36,8,27054.62,Marcelo Caldeira,3,4,4,Leal
CLIENTE-342,36,8,27054.62,Vitor Gabriel Cirino,3,4,4,Leal
CLIENTE-342,36,8,27054.62,Maria Cecília Freitas,3,4,4,Leal
CLIENTE-342,36,8,27054.62,Gabriel Sales,3,4,4,Leal
CLIENTE-342,36,8,27054.62,João Vitor Costa,3,4,4,Leal
CLIENTE-343,26,6,12565.960000000001,Srta. Aylla Leão,3,2,1,Potencial
CLIENTE-343,26,6,12565.960000000001,Srta. Natália Peixoto,3,2,1,Potencial
CLIENTE-343,26,6,12565.960000000001,Dr. Asafe Dias,3,2,1,Potencial
CLIENTE-343,26,6,12565.960000000001,Emanuella Montenegro,3,2,1,Potencial
CLIENTE-343,26,6,12565.960000000001,Sra. Gabrielly Pacheco,3,2,1,Potencial
CLIENTE-343,26,6,12565.960000000001,Melina Sampaio,3,2,1,Potencial
CLIENTE-344,11,4,7091.6,Lucca Silva,4,1,1,Novo
CLIENTE-344,11,4,7091.6,Dr. Dante da Rocha,4,1,1,Novo
CLIENTE-344,11,4,7091.6,Antonella Sá,4,1,1,Novo
CLIENTE-344,11,4,7091.6,Dra. Marina Rezende,4,1,1,Novo
CLIENTE-345,155,1,457.32,Isabelly Santos,1,1,1,Perdido
CLIENTE-346,29,7,25146.079999999998,Laura Castro,3,3,4,Leal
CLIENTE-346,29,7,25146.079999999998,Isabelly Viana,3,3,4,Leal
CLIENTE-346,29,7,25146.079999999998,Arthur Gabriel Vasconcelos,3,3,4,Leal
CLIENTE-346,29,7,25146.079999999998,Dr. Bento Machado,3,3,4,Leal
CLIENTE-346,29,7,25146.079999999998,Thomas Castro,3,3,4,Leal
CLIENTE-346,29,7,25146.079999999998,Lívia Pinto,3,3,4,Leal
CLIENTE-346,29,7,25146.079999999998,Marcelo Machado,3,3,4,Leal
CLIENTE-347,149,5,24484.85,Sr. Gael Henrique Montenegro,1,1,4,Perdido
CLIENTE-347,149,5,24484.85,Dra. Raquel Campos,1,1,4,Perdido
CLIENTE-347,149,5,24484.85,Emilly Ribeiro,1,1,4,Perdido
CLIENTE-347,149,5,24484.85,Joaquim Cavalcanti,1,1,4,Perdido
CLIENTE-347,149,5,24484.85,Benício Cavalcanti,1,1,4,Perdido
CLIENTE-348,4,10,28300.71,Ryan Garcia,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Maria Luísa Freitas,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Gael Henrique Montenegro,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Léo Rios,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Caio Marques,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Diego da Conceição,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Srta. Lorena Andrade,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Ana Beatriz Moraes,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Srta. Ester Nunes,5,5,4,Campeão
CLIENTE-348,4,10,28300.71,Sra. Marina Sampaio,5,5,4,Campeão
CLIENTE-349,11,6,17424.29,Heitor Costa,4,2,2,Novo
CLIENTE-349,11,6,17424.29,Kamilly Cunha,4,2,2,Novo
CLIENTE-349,11,6,17424.29,Luísa Duarte,4,2,2,Novo
CLIENTE-349,11,6,17424.29,Benício Monteiro,4,2,2,Novo
CLIENTE-349,11,6,17424.29,Isis Azevedo,4,2,2,Novo
CLIENTE-349,11,6,17424.29,João Vitor Santos,4,2,2,Novo
CLIENTE-350,31,6,13215.99,Isaac Borges,3,2,2,Potencial
CLIENTE-350,31,6,13215.99,Sr. Renan Ramos,3,2,2,Potencial
CLIENTE-350,31,6,13215.99,Luan Marques,3,2,2,Potencial
CLIENTE-350,31,6,13215.99,Danilo Cassiano,3,2,2,Potencial
CLIENTE-350,31,6,13215.99,Dra. Bella Camargo,3,2,2,Potencial
CLIENTE-350,31,6,13215.99,Lucca Barros,3,2,2,Potencial
CLIENTE-351,11,7,11760.66,Gael Henrique Vargas,4,3,1,Potencial
CLIENTE-351,11,7,11760.66,Francisco Fogaça,4,3,1,Potencial
CLIENTE-351,11,7,11760.66,Maria Sophia Ferreira,4,3,1,Potencial
CLIENTE-351,11,7,11760.66,Dr. Fernando Costa,4,3,1,Potencial
CLIENTE-351,11,7,11760.66,Luara da Rocha,4,3,1,Potencial
CLIENTE-351,11,7,11760.66,Isabelly Ribeiro,4,3,1,Potencial
CLIENTE-351,11,7,11760.66,Maria Luiza Guerra,4,3,1,Potencial
CLIENTE-352,2,7,25229.88,Vitória Cardoso,5,3,4,Leal
CLIENTE-352,2,7,25229.88,Aylla Almeida,5,3,4,Leal
CLIENTE-352,2,7,25229.88,Asafe Andrade,5,3,4,Leal
CLIENTE-352,2,7,25229.88,Manuela Fonseca,5,3,4,Leal
CLIENTE-352,2,7,25229.88,Sra. Luísa Sampaio,5,3,4,Leal
CLIENTE-352,2,7,25229.88,Breno Pastor,5,3,4,Leal
CLIENTE-352,2,7,25229.88,Valentim Rodrigues,5,3,4,Leal
CLIENTE-353,91,6,22397.87,Heloísa Cassiano,1,2,3,Perdido
CLIENTE-353,91,6,22397.87,Elisa Cardoso,1,2,3,Perdido
CLIENTE-353,91,6,22397.87,Sra. Heloisa Barbosa,1,2,3,Perdido
CLIENTE-353,91,6,22397.87,Dr. Miguel Moura,1,2,3,Perdido
CLIENTE-353,91,6,22397.87,Benjamin Marques,1,2,3,Perdido
CLIENTE-353,91,6,22397.87,Theo das Neves,1,2,3,Perdido
CLIENTE-354,22,10,33248.44,Daniela da Luz,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Sr. Ravy da Luz,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Yago Alves,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Dra. Eduarda Novais,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Catarina Garcia,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Sabrina Carvalho,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Juan Gonçalves,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Fernanda Silva,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Juan Pacheco,4,5,5,Campeão
CLIENTE-354,22,10,33248.44,Dra. Manuela Albuquerque,4,5,5,Campeão
CLIENTE-355,4,12,23364.77,Vicente Novais,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Maria Helena Nunes,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Sra. Rafaela Martins,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Ana Lívia Barbosa,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Ana Costa,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Apollo das Neves,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Lucas da Rocha,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Matheus da Rocha,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Kamilly Azevedo,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Sarah Rios,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Rebeca Lima,5,5,4,Campeão
CLIENTE-355,4,12,23364.77,Emanuella Monteiro,5,5,4,Campeão
CLIENTE-356,37,10,31646.030000000002,Srta. Maria Clara Albuquerque,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,Gabriela Vieira,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,Bryan Cavalcante,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,André Sousa,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,Raul Albuquerque,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,Liam Teixeira,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,Danilo Monteiro,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,Luiz Miguel Caldeira,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,Maria Clara Mendes,3,5,5,Leal
CLIENTE-356,37,10,31646.030000000002,Guilherme Rios,3,5,5,Leal
CLIENTE-357,49,8,19618.11,Isabelly Correia,2,4,3,Em risco
CLIENTE-357,49,8,19618.11,Lunna Monteiro,2,4,3,Em risco
CLIENTE-357,49,8,19618.11,Aylla Melo,2,4,3,Em risco
CLIENTE-357,49,8,19618.11,Mariane da Rosa,2,4,3,Em risco
CLIENTE-357,49,8,19618.11,Allana Abreu,2,4,3,Em risco
CLIENTE-357,49,8,19618.11,Lucas Castro,2,4,3,Em risco
CLIENTE-357,49,8,19618.11,Srta. Nicole Pimenta,2,4,3,Em risco
CLIENTE-357,49,8,19618.11,Nicolas Pires,2,4,3,Em risco
CLIENTE-358,5,8,31826.05,Yasmin Martins,5,4,5,Campeão
CLIENTE-358,5,8,31826.05,Apollo Lopes,5,4,5,Campeão
CLIENTE-358,5,8,31826.05,Alícia Martins,5,4,5,Campeão
CLIENTE-358,5,8,31826.05,Alícia da Mota,5,4,5,Campeão
CLIENTE-358,5,8,31826.05,Ana Liz Pastor,5,4,5,Campeão
CLIENTE-358,5,8,31826.05,Allana da Rocha,5,4,5,Campeão
CLIENTE-358,5,8,31826.05,Dom Pimenta,5,4,5,Campeão
CLIENTE-358,5,8,31826.05,Maria Julia Leão,5,4,5,Campeão
CLIENTE-359,42,5,9696.8,Clarice Nogueira,3,1,1,Potencial
CLIENTE-359,42,5,9696.8,Juliana Mendonça,3,1,1,Potencial
CLIENTE-359,42,5,9696.8,Levi Campos,3,1,1,Potencial
CLIENTE-359,42,5,9696.8,Luara Marques,3,1,1,Potencial
CLIENTE-359,42,5,9696.8,Arthur Nascimento,3,1,1,Potencial
CLIENTE-360,82,3,3170.13,Davi Lucas Mendonça,1,1,1,Perdido
CLIENTE-360,82,3,3170.13,Bernardo Jesus,1,1,1,Perdido
CLIENTE-360,82,3,3170.13,Larissa Nogueira,1,1,1,Perdido
CLIENTE-361,147,7,19552.79,Brayan da Conceição,1,3,3,Em risco
CLIENTE-361,147,7,19552.79,Hadassa Jesus,1,3,3,Em risco
CLIENTE-361,147,7,19552.79,Vinícius da Mota,1,3,3,Em risco
CLIENTE-361,147,7,19552.79,Gustavo Porto,1,3,3,Em risco
CLIENTE-361,147,7,19552.79,Lorenzo Pinto,1,3,3,Em risco
CLIENTE-361,147,7,19552.79,Aurora Caldeira,1,3,3,Em risco
CLIENTE-361,147,7,19552.79,Sr. Isaac Guerra,1,3,3,Em risco
